task,participation,start,resp,label,stim1_id,stim1_name
stimform1,devoted-caiman,2023-01-19T21:35:26.156Z,2023-01-19T21:35:45.977Z,"{""distance"":""0.71"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",78985f4d91620a9a70d72434f98a0e5a,shared0004_nsd03078
stimform1,devoted-caiman,2023-01-19T21:35:45.978Z,2023-01-19T21:36:00.973Z,"{""distance"":""0.57"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",505d63a185106bbc54d053bc9b31b66c,shared0404_nsd30396
stimform1,devoted-caiman,2023-01-19T21:36:00.974Z,2023-01-19T21:36:16.815Z,"{""distance"":""0.49"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",58e41d23492cee83048f7c030c6e2642,shared0300_nsd23994
stimform1,devoted-caiman,2023-01-19T21:36:16.816Z,2023-01-19T21:36:27.812Z,"{""distance"":""0.74"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",6728b6398a6009f4fc7cf052b0e70dd6,shared0960_nsd69814
stimform1,devoted-caiman,2023-01-19T21:36:27.813Z,2023-01-19T21:36:40.889Z,"{""distance"":""0.82"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",f962f2b7ef860a2b3841d5b193ce59e7,shared0764_nsd55679
stimform1,devoted-caiman,2023-01-19T21:36:40.890Z,2023-01-19T21:36:52.316Z,"{""distance"":""0.14"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",f20d00c99612b3661a55f5aea9c61f6f,shared0789_nsd56912
stimform1,devoted-caiman,2023-01-19T21:36:52.317Z,2023-01-19T21:37:07.111Z,"{""distance"":""0.46"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",02d93e5a984c48a4bf4cc8253d347755,shared0069_nsd06802
stimform1,devoted-caiman,2023-01-19T21:37:07.112Z,2023-01-19T21:37:16.903Z,"{""distance"":""0.16"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",76283abb9a9a23b00793d32ea2e87adc,shared0811_nsd59024
stimform1,devoted-caiman,2023-01-19T21:37:16.904Z,2023-01-19T21:37:37.694Z,"{""distance"":""0.12"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",7617c55e26ca8cbb13f307dfff8a5c03,shared0733_nsd53371
stimform1,devoted-caiman,2023-01-19T21:37:37.695Z,2023-01-19T21:37:49.784Z,"{""distance"":""0.26"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",80c2c50f65d0c1e7e045a2adba179aa0,shared0727_nsd53053
stimform1,devoted-caiman,2023-01-19T21:37:49.785Z,2023-01-19T21:37:59.161Z,"{""distance"":""0.4"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",9ad3d29aa31a5535db6d1d8d4100725c,shared0197_nsd16617
stimform1,devoted-caiman,2023-01-19T21:37:59.161Z,2023-01-19T21:38:08.533Z,"{""distance"":""0.55"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",098bcd750a1b6d47ac3deef54e943a0a,shared0910_nsd66005
stimform1,devoted-caiman,2023-01-19T21:38:08.533Z,2023-01-19T21:38:16.544Z,"{""distance"":""0.26"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",fc5a9a63aca9b346ab830ea0c87284fc,shared0790_nsd56949
stimform1,devoted-caiman,2023-01-19T21:38:16.545Z,2023-01-19T21:38:26.864Z,"{""distance"":""1"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",08f92d3c170ff268800a50190ef30f02,shared0369_nsd28069
stimform1,devoted-caiman,2023-01-19T21:38:26.864Z,2023-01-19T21:38:37.111Z,"{""distance"":""0.72"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",12e489a0edf6dcba7542f0f667723092,shared0610_nsd44845
stimform1,devoted-caiman,2023-01-19T21:38:37.111Z,2023-01-19T21:38:48.512Z,"{""distance"":""0.36"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",b40bd457647cd3918058c80dcd5ac443,shared0614_nsd45214
stimform1,devoted-caiman,2023-01-19T21:38:48.513Z,2023-01-19T21:38:56.652Z,"{""distance"":""0.61"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",c1559146a72f485c6b839447fd95868e,shared0362_nsd27436
stimform1,devoted-caiman,2023-01-19T21:38:56.653Z,2023-01-19T21:39:06.028Z,"{""distance"":""0.87"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",5e4b473abe419bc2a2e37cfd39a174a7,shared0896_nsd65254
stimform1,devoted-caiman,2023-01-19T21:39:06.029Z,2023-01-19T21:39:16.276Z,"{""distance"":""0.66"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",1794426523f19c4cb3fa4edfec3e7a6e,shared0137_nsd11636
stimform1,devoted-caiman,2023-01-19T21:39:16.277Z,2023-01-19T21:39:28.953Z,"{""distance"":""0.85"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",896c700ecea049dad0199d2bcdbcaa6e,shared0568_nsd42698
stimform1,devoted-caiman,2023-01-19T21:39:28.954Z,2023-01-19T21:39:41.372Z,"{""distance"":""0.69"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",30eaa575f37577032daaa08f916d534d,shared0287_nsd22880
stimform1,devoted-caiman,2023-01-19T21:39:41.374Z,2023-01-19T21:39:49.006Z,"{""distance"":""0.14"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",91563c2f4919ff46e532fe4cfdc86795,shared0474_nsd35987
stimform1,devoted-caiman,2023-01-19T21:39:49.007Z,2023-01-19T21:40:02.102Z,"{""distance"":""0.55"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",d2237219b08a6c8782f8f582d929e919,shared0905_nsd65800
stimform1,devoted-caiman,2023-01-19T21:40:02.104Z,2023-01-19T21:40:12.347Z,"{""distance"":""0.92"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",39aada2527fdbebb22351f8f4c2a7459,shared0334_nsd25703
stimform1,devoted-caiman,2023-01-19T21:40:12.348Z,2023-01-19T21:40:22.157Z,"{""distance"":""0.87"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""red""}",c6c04ad05832c9e1cf6d9341b73dff11,shared0746_nsd54362
stimform1,devoted-caiman,2023-01-19T21:40:22.159Z,2023-01-19T21:40:33.271Z,"{""distance"":""0.59"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",331108468bd902639a84a3f72c3a4014,shared0969_nsd70233
stimform1,devoted-caiman,2023-01-19T21:40:33.272Z,2023-01-19T21:40:45.303Z,"{""distance"":""0.5"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",715fd40e713c6b3db446b2ae9b72dc08,shared0425_nsd31660
stimform1,devoted-caiman,2023-01-19T21:40:45.305Z,2023-01-19T21:40:52.549Z,"{""distance"":""0.44"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",93aa7481b720f5068ff64a5974ca38da,shared0797_nsd57554
stimform1,devoted-caiman,2023-01-19T21:40:52.550Z,2023-01-19T21:41:02.252Z,"{""distance"":""0.13"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",df657b20a303faec5e8d05d0efdea97a,shared0962_nsd69840
stimform1,devoted-caiman,2023-01-19T21:41:02.254Z,2023-01-19T21:41:12.019Z,"{""distance"":""0.01"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",37f237d61193378a90c5b34d4e29ead6,shared0491_nsd37225
stimform1,devoted-caiman,2023-01-19T21:41:12.020Z,2023-01-19T21:41:20.206Z,"{""distance"":""0.67"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",d4359bd60902e1ccb33430fb35d25021,shared0498_nsd38023
stimform1,devoted-caiman,2023-01-19T21:41:20.208Z,2023-01-19T21:41:34.128Z,"{""distance"":""0.32"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",fbb5bf7a56c51c3edea79a41d5076215,shared0030_nsd04424
stimform1,devoted-caiman,2023-01-19T21:41:34.129Z,2023-01-19T21:41:41.807Z,"{""distance"":""0.52"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",13491baa384ec4fcc6c3fd48bc08c7e4,shared0267_nsd21951
stimform1,devoted-caiman,2023-01-19T21:41:41.809Z,2023-01-19T21:41:50.222Z,"{""distance"":""0.2"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""green""}",f7ae92bee4d9d664f800e2720cccec6e,shared0530_nsd40549
stimform1,devoted-caiman,2023-01-19T21:41:50.223Z,2023-01-19T21:41:57.541Z,"{""distance"":""0.75"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",f2ded3880a81eee3708e9faf576ff5ee,shared0650_nsd47294
stimform1,devoted-caiman,2023-01-19T21:41:57.543Z,2023-01-19T21:42:18.499Z,"{""distance"":""0.68"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",5e7774ae17393576963ed6a304f1a142,shared0194_nsd16345
stimform1,devoted-caiman,2023-01-19T21:42:18.500Z,2023-01-19T21:42:25.771Z,"{""distance"":""0.27"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",a8ef0d4387e1d73f6311e8e649f9d967,shared0786_nsd56785
stimform1,devoted-caiman,2023-01-19T21:42:25.772Z,2023-01-19T21:42:33.991Z,"{""distance"":""0.18"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",cca11ab2056b10d725c905deacc2347a,shared0974_nsd70506
stimform1,devoted-caiman,2023-01-19T21:42:33.992Z,2023-01-19T21:42:42.873Z,"{""distance"":""0.66"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",a0e00153da6262d6a756828b0a7ae606,shared0694_nsd50756
stimform1,devoted-caiman,2023-01-19T21:42:42.874Z,2023-01-19T21:42:51.814Z,"{""distance"":""0.55"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",ae591b5f79e9c076ac0b1f78c7606baa,shared0853_nsd61874
stimform1,devoted-caiman,2023-01-19T21:42:51.815Z,2023-01-19T21:43:03.587Z,"{""distance"":""0.51"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",daa4c584af55d826f38a41ecaca8f60a,shared0163_nsd13614
stimform1,devoted-caiman,2023-01-19T21:43:03.588Z,2023-01-19T21:43:10.576Z,"{""distance"":""0.31"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",06d455c77c8016aca276aad343e7fe73,shared0159_nsd13139
stimform1,devoted-caiman,2023-01-19T21:43:10.577Z,2023-01-19T21:43:24.065Z,"{""distance"":""0.75"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",a57bf4328384bc8feecb4025bec864b9,shared0570_nsd42852
stimform1,devoted-caiman,2023-01-19T21:43:24.066Z,2023-01-19T21:43:32.370Z,"{""distance"":""0.24"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",b4467e36b0d19d6cb2bd72acb1f4e64b,shared0941_nsd68340
stimform1,devoted-caiman,2023-01-19T21:43:32.371Z,2023-01-19T21:43:48.167Z,"{""distance"":""0.58"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",6632679c7a9c18447193203f00405e5a,shared0857_nsd62210
stimform1,devoted-caiman,2023-01-19T21:43:48.168Z,2023-01-19T21:43:54.693Z,"{""distance"":""0.6"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",d3314a5ffaff79e002869e2140b1aee7,shared0689_nsd50115
stimform1,devoted-caiman,2023-01-19T21:43:54.694Z,2023-01-19T21:44:08.584Z,"{""distance"":""0.63"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""red""}",117243f4c6c5a16e84a6d6f74da2252b,shared0623_nsd45982
stimform1,devoted-caiman,2023-01-19T21:44:08.585Z,2023-01-19T21:44:17.009Z,"{""distance"":""0.37"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",22e5e05f28a420754d70b7682388d48c,shared0022_nsd03914
stimform1,devoted-caiman,2023-01-19T21:44:17.010Z,2023-01-19T21:44:24.468Z,"{""distance"":""0.7"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",9c263304b02e7fc70ad3347723ed0f08,shared0579_nsd43225
stimform1,devoted-caiman,2023-01-19T21:44:24.469Z,2023-01-19T21:44:35.645Z,"{""distance"":""0.6"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",8d081ed78e4933cc01c20a1c26923a5f,shared0948_nsd68898
stimform1,devoted-caiman,2023-01-19T21:44:35.646Z,2023-01-19T21:44:42.270Z,"{""distance"":""0.7"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",70d0d92c2a75c851aa8b5b18c9a5333d,shared0052_nsd05584
stimform1,devoted-caiman,2023-01-19T21:44:42.271Z,2023-01-19T21:44:52.115Z,"{""distance"":""0.05"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""green""}",084f57c46dac7307b1c49765c969f4fc,shared0520_nsd39370
stimform1,devoted-caiman,2023-01-19T21:44:52.115Z,2023-01-19T21:45:01.217Z,"{""distance"":""0.1"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""red""}",8fc8048467ff26b8f1c20ef31347dd44,shared0700_nsd51078
stimform1,devoted-caiman,2023-01-19T21:45:01.218Z,2023-01-19T21:45:08.776Z,"{""distance"":""0.44"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",04e702087de8d3e3fc7008dfcc57b288,shared0936_nsd67830
stimform1,devoted-caiman,2023-01-19T21:45:08.777Z,2023-01-19T21:45:20.402Z,"{""distance"":""0.61"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""red""}",384d5afa35cb8ab57115a50ed7abadc1,shared0730_nsd53156
stimform1,devoted-caiman,2023-01-19T21:45:20.403Z,2023-01-19T21:45:30.555Z,"{""distance"":""0.3"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",b1df5c3686c21c6eebcf72a971e548a3,shared0876_nsd63932
stimform1,devoted-caiman,2023-01-19T21:45:30.556Z,2023-01-19T21:45:42.786Z,"{""distance"":""0.62"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",d5529355dfb1e9c3efa658677f8c9b18,shared0589_nsd43690
stimform1,devoted-caiman,2023-01-19T21:45:42.787Z,2023-01-19T21:45:50.326Z,"{""distance"":""0.3"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""red""}",00974f2e830320777ac40fce35017835,shared0211_nsd17375
stimform1,devoted-caiman,2023-01-19T21:45:50.327Z,2023-01-19T21:46:01.276Z,"{""distance"":""0.32"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",58c139913a4fa4bd69736f0f35533e12,shared0588_nsd43676
stimform1,devoted-caiman,2023-01-19T21:46:01.278Z,2023-01-19T21:46:11.459Z,"{""distance"":""0.17"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",1297cd68428cfc503f2df54e73bae4d7,shared0307_nsd24531
stimform1,devoted-caiman,2023-01-19T21:46:11.461Z,2023-01-19T21:46:19.099Z,"{""distance"":""0.3"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",87bcba10a0ae8fdc76507c61436923e8,shared0869_nsd63183
stimform1,devoted-caiman,2023-01-19T21:46:19.100Z,2023-01-19T21:46:28.320Z,"{""distance"":""0.85"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",100095e0c8a1d717681ba634f7485a93,shared0754_nsd54914
stimform1,devoted-caiman,2023-01-19T21:46:28.321Z,2023-01-19T21:46:33.631Z,"{""distance"":""0.67"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",f795f947ccccf123411c9c39f5e80171,shared0695_nsd50812
stimform1,devoted-caiman,2023-01-19T21:46:33.631Z,2023-01-19T21:46:42.240Z,"{""distance"":""0.14"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",9947d2068d20cb5d6d8e52e2640ef05a,shared0358_nsd27243
stimform1,devoted-caiman,2023-01-19T21:46:42.241Z,2023-01-19T21:46:49.891Z,"{""distance"":""0.17"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",33c8109abe1d1745492e437cff32b930,shared0064_nsd06522
stimform1,devoted-caiman,2023-01-19T21:46:49.891Z,2023-01-19T21:46:58.265Z,"{""distance"":""0.4"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",178f7958150d1d2339e440cb8aebfadd,shared0145_nsd11943
stimform1,devoted-caiman,2023-01-19T21:46:58.267Z,2023-01-19T21:47:07.685Z,"{""distance"":""0.74"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",72cc1ab413970f400b578772bcd53689,shared0139_nsd11726
stimform1,devoted-caiman,2023-01-19T21:47:07.686Z,2023-01-19T21:47:14.793Z,"{""distance"":""0.61"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",427be6f650893c2f2614d4082e6e89ca,shared0157_nsd12923
stimform1,devoted-caiman,2023-01-19T21:47:14.794Z,2023-01-19T21:47:24.197Z,"{""distance"":""0.25"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",2dc175907f17365581c15a3006aa384e,shared0986_nsd71411
stimform1,devoted-caiman,2023-01-19T21:47:24.198Z,2023-01-19T21:47:41.479Z,"{""distance"":""0.9"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",879d47445c98489eae8136203597b899,shared0825_nsd59995
stimform1,devoted-caiman,2023-01-19T21:47:41.480Z,2023-01-19T21:47:47.655Z,"{""distance"":""0.32"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",16cc9fe9008d2df79ad412fae300533c,shared0378_nsd28350
stimform1,devoted-caiman,2023-01-19T21:47:47.657Z,2023-01-19T21:48:00.975Z,"{""distance"":""0.65"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",8639bc4c0c46fe8876192c9704bf66d8,shared0768_nsd55969
stimform1,devoted-caiman,2023-01-19T21:48:00.976Z,2023-01-19T21:48:10.036Z,"{""distance"":""0.76"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",2fea369ddf71a1834e068e3e0c5bb005,shared0487_nsd36975
stimform1,devoted-caiman,2023-01-19T21:48:10.037Z,2023-01-19T21:48:17.534Z,"{""distance"":""0.11"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",0f18092613a437180d1cda4e9443b881,shared0646_nsd47071
stimform1,devoted-caiman,2023-01-19T21:48:17.535Z,2023-01-19T21:48:28.229Z,"{""distance"":""0.49"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""blue""}",77688a47c5b2f675e8e7d57fa059457e,shared0488_nsd36979
stimform1,devoted-caiman,2023-01-19T21:48:28.230Z,2023-01-19T21:48:52.425Z,"{""distance"":""0.26"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",c4290287b8cc62a9ddd328c8286c0193,shared0634_nsd46373
stimform1,devoted-caiman,2023-01-19T21:48:52.426Z,2023-01-19T21:49:03.229Z,"{""distance"":""0.96"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",09b78b70aef70d55f58154a705d250f1,shared0944_nsd68742
stimform1,devoted-caiman,2023-01-19T21:49:03.229Z,2023-01-19T21:49:24.228Z,"{""distance"":""0.73"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",dcd229207b8950cbb7810dc7bf9d31f9,shared0591_nsd43819
stimform1,devoted-caiman,2023-01-19T21:49:24.230Z,2023-01-19T21:49:31.290Z,"{""distance"":""0.3"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""blue""}",0f23288d3b2dbccc1ef7718e9c9fc3da,shared0310_nsd24641
stimform1,devoted-caiman,2023-01-19T21:49:31.292Z,2023-01-19T21:49:38.898Z,"{""distance"":""0.11"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",3bc9d432a91bdf7f330f852481ddc618,shared0350_nsd26459
stimform1,devoted-caiman,2023-01-19T21:49:38.899Z,2023-01-19T21:49:54.798Z,"{""distance"":""0.77"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",90a23b6e3d94a2b43c9c23ff3e268ec0,shared0186_nsd15365
stimform1,devoted-caiman,2023-01-19T21:49:54.799Z,2023-01-19T21:50:02.762Z,"{""distance"":""0.46"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",8489a3399536a08c16f30bae8d4e9bfb,shared0507_nsd38487
stimform1,devoted-caiman,2023-01-19T21:50:02.763Z,2023-01-19T21:50:10.275Z,"{""distance"":""0.38"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""green""}",0016e647ac287901ee29cdd3a303df23,shared0882_nsd64499
stimform1,devoted-caiman,2023-01-19T21:50:10.276Z,2023-01-19T21:50:20.552Z,"{""distance"":""0.22"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""blue""}",896032b0194f10e723a99b5b0694b980,shared0535_nsd40847
stimform1,devoted-caiman,2023-01-19T21:50:20.553Z,2023-01-19T21:50:28.560Z,"{""distance"":""0.42"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",d6a6da51bac9a7c089016c76ab647c95,shared0033_nsd04668
stimform1,devoted-caiman,2023-01-19T21:50:28.562Z,2023-01-19T21:50:42.184Z,"{""distance"":""0.36"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""red""}",26bcd8adca647bb7a66cff08193298a8,shared0326_nsd25372
stimform1,devoted-caiman,2023-01-19T21:50:42.185Z,2023-01-19T21:50:50.954Z,"{""distance"":""0.49"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",2fda820916156ef51fd458ccd0956fde,shared0968_nsd70194
stimform1,devoted-caiman,2023-01-19T21:50:50.956Z,2023-01-19T21:50:56.615Z,"{""distance"":""0.37"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",fa8457c9c68d26b97f88d67be9ebac29,shared0405_nsd30408
stimform1,devoted-caiman,2023-01-19T21:50:56.615Z,2023-01-19T21:51:08.293Z,"{""distance"":""0.39"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",a70e588c76b994f3923ca2d87ae1fdd7,shared0073_nsd07208
stimform1,devoted-caiman,2023-01-19T21:51:08.294Z,2023-01-19T21:51:15.255Z,"{""distance"":""0.19"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",d6a630fdcd5cb62108823b7c277a56b4,shared0745_nsd54258
stimform1,devoted-caiman,2023-01-19T21:51:15.256Z,2023-01-19T21:51:27.225Z,"{""distance"":""0.54"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""red""}",6486e7a48740bcc824934aeffb97fde3,shared0234_nsd19437
stimform1,devoted-caiman,2023-01-19T21:51:27.226Z,2023-01-19T21:51:35.432Z,"{""distance"":""0.03"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Indoor"",""color"":""green""}",498975bf1a2de0a370c3128dc90f3253,shared0616_nsd45596
stimform1,devoted-caiman,2023-01-19T21:51:35.433Z,2023-01-19T21:51:43.651Z,"{""distance"":""0.84"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",732904061fd71b1e569cc3a68a111a02,shared0318_nsd25112
stimform1,devoted-caiman,2023-01-19T21:51:43.652Z,2023-01-19T21:51:53.849Z,"{""distance"":""0.56"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",5c6e9fb0df0f09f1054bf0c1d86ae928,shared0999_nsd72720
stimform1,devoted-caiman,2023-01-19T21:51:53.850Z,2023-01-19T21:52:04.200Z,"{""distance"":""0.07"",""animacy"":""No"",""inoutdoors"":""Indoor"",""color"":""red""}",2a1f0ba0011376576785caebb9871c92,shared0140_nsd11797
stimform1,devoted-caiman,2023-01-19T21:52:04.202Z,2023-01-19T21:52:55.094Z,"{""distance"":""0.52"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",43838e434869bf0ca7ac65632e2cd039,shared0382_nsd28596
stimform1,devoted-caiman,2023-01-19T21:52:55.095Z,2023-01-19T21:53:04.160Z,"{""distance"":""0.53"",""animacy"":""No"",""inoutdoors"":""Outdoor"",""color"":""blue""}",672ca282f496414fa1b14ca42e995afc,shared0991_nsd72016
stimform1,devoted-caiman,2023-01-19T21:53:04.161Z,2023-01-19T21:53:11.225Z,"{""distance"":""0.69"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",ac37db4e53f4b0ff194f29197561fcf3,shared0008_nsd03172
stimform1,devoted-caiman,2023-01-19T21:53:11.226Z,2023-01-19T21:53:17.207Z,"{""distance"":""0.21"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""green""}",73b65f9ac08230b0a6f483a5ad638b95,shared0463_nsd34830
stimform1,devoted-caiman,2023-01-19T21:53:17.209Z,2023-01-19T21:53:27.405Z,"{""distance"":""0.21"",""animacy"":""Yes, animals/humans present"",""inoutdoors"":""Outdoor"",""color"":""blue""}",cbff41fbd56def8a8de3e5868a1cfb6e,shared0925_nsd66977
